75305,1.29838,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,3334838.115685742
75250,1.28626,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,3351999.1321314247
75255,1.27721,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,3326504.090199934
75250,1.28624,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,3342213.507189313
75225,1.28468,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,3308513.7809346276
75255,1.27694,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,3278287.2413636805
75255,1.27849,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,3310828.2744627222
75250,1.30507,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,3340231.70973125
75250,1.28018,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,3362104.072951836
75250,1.28203,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,3335015.1911314307
75255,1.28969,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,3337286.105603874
75285,1.27811,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,3356801.56617254
75255,1.27578,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,3319053.590043254
75225,1.28271,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,3294064.8374941545
75250,1.20439,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,3360148.646626382
75250,1.19511,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,3336153.9821978253
75250,1.21412,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,3290734.0913661886
75250,1.20246,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,3344079.5280728657
75250,1.19539,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,3306089.949314362
75250,1.21189,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,3329845.2682783115
75250,1.20505,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,3337987.443376301
75255,1.19856,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,3314248.6497683935
75250,1.20053,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,3322849.142096346
75280,1.21560,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,3357544.754090317
75240,1.20017,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,3351493.111900891
75250,1.20818,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,3289304.287839691
75250,1.21178,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,3361520.3766218103
75250,1.19794,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,3393489.435330529
75250,1.20008,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,3287052.521237436
75250,1.21681,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,3350167.6782401036
75255,1.19906,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,3290854.580749024
75225,1.19938,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,3342323.80538885
75280,1.20105,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,3294871.939550074
75250,1.21556,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,3331288.708486002
75250,1.20339,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,3343472.3196067465
75250,1.20685,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,3307066.28697609
75255,1.21083,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,3323206.84992509
