46780,0.64764,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1459.3632966506411
46140,0.64459,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1460.050487377186
44530,0.62146,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1443.6538844126646
48460,0.67962,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1471.2720678533428
48765,0.68864,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1468.3192539393594
48625,0.68863,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1465.2875152962438
48645,0.68487,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1485.6377869107016
47975,0.67512,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1464.316276884102
46295,0.63758,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1461.2898849606538
47975,0.66660,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1473.2570554241477
45945,0.63358,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1462.6675378337316
46100,0.64759,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1456.6758388314774
44995,0.62588,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1444.890648617927
47065,0.66261,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1459.1475167042393
49655,0.71305,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1488.278771635619
48510,0.68562,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1471.9013474927929
47930,0.68062,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1485.012105088649
47815,0.67662,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1467.5480859909114
45260,0.62959,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1443.3954011175404
47275,0.65960,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1455.6631181375094
45880,0.63662,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1449.6097648974803
50900,0.69725,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1480.9957111826634
50590,0.66205,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1483.3602781533282
50125,0.65660,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1478.6372196598581
46275,0.59252,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1452.5296868044782
47270,0.60907,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1466.6723722626139
45080,0.56808,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1442.8202149801227
48395,0.62378,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1449.8759840810017
46505,0.59055,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1459.3142110248298
47125,0.59746,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1465.3048257113032
48695,0.63170,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1454.466206691083
