79580,1.38006,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1663.8177078425024
83190,1.46978,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1681.1949994989056
78945,1.35724,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1640.3325009271584
78845,1.37298,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1653.3253029053355
78765,1.37477,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1627.0330960354795
66675,1.06203,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1787.8461402354749
69580,1.13303,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1798.64351578473
77810,1.34726,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1659.3420177067467
63985,0.99972,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1744.3221835751397
86135,1.53871,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1670.8460275535224
80875,1.42034,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1650.8322518558914
81640,1.43168,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1681.4844698866655
79830,1.37829,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1649.4438671435112
77905,1.32459,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1618.2836689942994
77465,1.24024,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1636.049275601038
83820,1.39546,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1666.9661586297746
62445,0.91710,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1762.0001503102756
61490,0.88453,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1761.6500552575392
58285,0.82013,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1732.2402197944982
80000,1.29961,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1660.4260288424161
77720,1.26016,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1655.1429039986972
53340,0.72081,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1701.7010578104357
79870,1.31963,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1639.27026172682
79950,1.35404,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1654.3422935832666
87145,1.51278,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1680.7206834312615
68685,1.03903,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1808.6615260025756
57335,0.81133,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1732.7756798299565
77120,1.24314,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1637.5667066165306
83500,1.39251,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1666.7862787302454
59555,0.84175,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1774.030317826355
78985,1.28779,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1632.5916459248579
65130,0.95762,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1796.916148688896
79840,1.28851,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1652.7276837818238
78720,1.27978,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1681.4963219347005
59765,0.85369,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1743.6919388265612
78805,1.27674,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1632.8382705823115
77415,1.24897,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1649.457883646187
70305,1.07699,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1810.3458715030656
58915,0.82910,"15.0, 15.0","785.0, 785.0",Shared MultiHeuristic A*,True,0.3,1736.6160648260982
